scl , ecg , emg_trap
4.839,13287,-13556
4.8389,13267,-13546
4.838,13256,-13561
4.8381,13243,-13560
4.839,13226,-13563
4.8389,13216,-13556
4.838,13221,-13569
4.838,13200,-13564
4.838,13205,-13578
4.838,13206,-13560
4.8381,13187,-13546
4.8389,13195,-13552
4.838,13175,-13564
4.838,13173,-13565
4.8381,13153,-13559
4.839,13161,-13568
4.8389,13157,-13565
4.8381,13161,-13582
4.839,13155,-13563
4.839,13161,-13551
4.839,13160,-13569
4.839,13157,-13560
4.839,13155,-13564
4.8391,13153,-13565
4.8399,13145,-13562
4.8391,13158,-13566
4.8399,13148,-13567
4.839,13135,-13570
4.839,13147,-13563
4.839,13150,-13560
4.839,13145,-13555
4.839,13139,-13554
4.8391,13136,-13548
4.8399,13145,-13572
4.839,13135,-13551
4.8391,13139,-13562
4.8399,13139,-13557
4.8391,13147,-13564
4.84,13136,-13560
4.84,13132,-13570
4.84,13148,-13561
4.84,13140,-13556
4.839,13127,-13566
4.8391,13115,-13566
4.84,13121,-13589
4.8391,13118,-13570
4.84,13113,-13572
4.84,13110,-13568
4.84,13094,-13561
4.839,13045,-13559
4.8391,13012,-13565
4.84,13015,-13566
4.84,13019,-13564
4.839,13026,-13568
4.84,13036,-13581
4.84,13096,-13586
4.84,13176,-13582
4.84,13270,-13573
4.84,13404,-13566
4.8399,13583,-13555
4.838,13800,-13527
4.839,14017,-13522
4.84,14194,-13527
4.84,14348,-13545
4.84,14474,-13555
4.839,14591,-13555
4.839,14721,-13567
4.84,14829,-13554
4.84,14813,-13563
4.84,14821,-13577
4.84,14755,-13573
4.84,14597,-13580
4.84,14486,-13560
4.84,14401,-13570
4.84,14246,-13579
4.84,14019,-13596
4.84,13821,-13595
4.84,13659,-13601
4.84,13518,-13599
4.841,13388,-13588
4.841,13312,-13566
4.841,13268,-13585
4.84,13260,-13581
4.84,13231,-13573
4.841,13209,-13577
4.841,13184,-13580
4.84,13197,-13572
4.84,13199,-13565
4.84,13222,-13574
4.841,13224,-13565
4.84,13203,-13557
4.84,13204,-13555
4.84,13193,-13556
4.84,13181,-13558
4.84,13165,-13555
4.84,13168,-13563
4.841,13156,-13570
4.84,13168,-13576
4.841,13148,-13575
4.841,13145,-13563
4.84,13151,-13566
4.84,13154,-13565
4.841,13149,-13565
4.841,13138,-13562
4.841,13144,-13567
4.84,13139,-13568
