scl , ecg , emg_trap
5.5953,11436,-12182
5.5957,11440,-12185
5.596,11449,-12188
5.596,11441,-12189
5.596,11442,-12194
5.5967,11452,-12200
5.597,11461,-12200
5.5963,11463,-12197
5.596,11465,-12193
5.596,11470,-12196
5.596,11479,-12190
5.596,11479,-12195
5.596,11476,-12207
5.596,11487,-12211
5.596,11482,-12212
5.596,11498,-12209
5.5967,11484,-12202
5.5963,11495,-12200
5.596,11506,-12202
5.5953,11519,-12200
5.5957,11517,-12196
5.596,11516,-12202
5.596,11515,-12198
5.596,11515,-12203
5.5953,11525,-12205
5.595,11533,-12206
5.595,11536,-12212
5.5957,11532,-12205
5.5953,11537,-12199
5.5957,11547,-12195
5.5953,11548,-12191
5.5957,11551,-12198
5.5953,11557,-12202
5.595,11558,-12192
5.595,11559,-12195
5.595,11561,-12202
5.595,11564,-12208
5.595,11566,-12204
5.595,11568,-12205
5.595,11574,-12204
5.5957,11569,-12200
5.5953,11573,-12201
5.595,11580,-12194
5.5957,11573,-12195
5.5953,11571,-12194
5.5957,11571,-12196
5.5953,11569,-12196
5.5943,11566,-12194
5.5947,11568,-12195
5.595,11561,-12189
5.595,11568,-12182
5.595,11567,-12185
5.595,11557,-12183
5.5943,11551,-12191
5.5947,11541,-12187
5.595,11530,-12191
5.595,11524,-12193
5.595,11516,-12194
5.595,11514,-12189
5.595,11520,-12188
5.595,11520,-12185
5.5943,11501,-12187
5.5947,11498,-12192
5.595,11497,-12191
5.595,11488,-12194
5.595,11489,-12195
5.595,11483,-12197
5.595,11481,-12204
5.5943,11488,-12203
5.5947,11485,-12186
5.595,11478,-12193
5.595,11483,-12193
5.595,11487,-12197
5.5943,11481,-12191
5.594,11489,-12190
5.594,11477,-12191
5.594,11476,-12197
5.594,11481,-12194
5.594,11470,-12204
5.5947,11478,-12199
5.5943,11489,-12195
5.594,11489,-12186
5.594,11472,-12189
5.5947,11478,-12194
5.5943,11484,-12199
5.594,11479,-12195
5.5947,11476,-12193
5.5943,11480,-12192
5.594,11477,-12191
5.594,11486,-12190
5.594,11488,-12190
5.594,11481,-12180
5.594,11482,-12181
5.594,11488,-12186
5.594,11485,-12180
5.5947,11478,-12192
5.5943,11475,-12194
5.594,11479,-12198
5.594,11484,-12192
5.594,11482,-12194
5.5933,11488,-12193
5.5937,11486,-12185
5.594,11490,-12187
5.5933,11488,-12182
5.593,11488,-12185
5.593,11483,-12188
5.5937,11483,-12196
5.5933,11482,-12191
5.5937,11490,-12187
5.594,11492,-12195
5.594,11476,-12198
5.594,11489,-12197
5.594,11498,-12184
5.5925,11491,-12186
5.5927,11492,-12185
5.5937,11492,-12182
5.5933,11492,-12179
5.593,11490,-12191
5.593,11497,-12181
5.5937,11488,-12188
5.594,11496,-12197
5.5933,11494,-12190
5.593,11493,-12189
5.593,11499,-12188
5.593,11491,-12193
5.5923,11497,-12189
5.5935,11492,-12196
5.5933,11484,-12198
5.593,11487,-12195
5.5938,11481,-12193
5.5925,11495,-12182
5.5927,11502,-12185
5.593,11497,-12187
5.593,11492,-12177
5.593,11500,-12183
5.593,11492,-12188
5.5922,11492,-12185
5.592,11485,-12196
5.592,11478,-12203
5.592,11489,-12196
5.5927,11494,-12197
5.593,11491,-12188
