scl , ecg , emg_trap
4.698,-928.43,-9945.7
4.698,-935.94,-9964.6
4.698,-945.87,-9995.4
4.6979,-939.89,-10012
4.6971,-940.01,-10024
4.698,-928,-10032
4.6981,-906.3,-10024
4.699,-879.26,-9992.5
4.6989,-856.91,-9987.3
4.6981,-845.39,-9991.8
4.6989,-824.73,-9990.4
4.698,-823.95,-10007
4.698,-822.83,-10050
4.698,-830.03,-10024
4.698,-832.14,-10001
4.698,-853.39,-9984.9
4.6981,-868.73,-9958.3
4.6989,-864.64,-9945.3
4.698,-876.1,-9972.2
4.6981,-889.64,-9976.1
4.699,-909.03,-10005
4.6989,-919,-10005
4.698,-929.37,-9984.3
4.698,-926.1,-9956.3
4.698,-925.65,-9964.1
4.698,-948.32,-9991.4
4.6981,-959.14,-10016
4.699,-970.79,-10024
4.699,-969.18,-10036
4.699,-957.21,-10022
4.699,-959.35,-10002
4.6989,-981.05,-9973.2
4.698,-992.74,-9970.9
4.6981,-989.78,-9968.2
4.699,-1000.5,-9975.6
4.6991,-1000.2,-9976.8
4.6999,-1005.4,-9975.4
4.6991,-1007.3,-10000
4.6999,-1005.9,-10036
4.699,-1005.3,-10050
4.699,-1008.2,-10059
4.699,-1014.2,-10035
4.699,-1020.3,-9995.6
4.699,-1021,-9965.5
4.699,-1028.7,-9948.7
4.6991,-1030.8,-9949.7
4.6999,-1033.3,-9953.2
4.699,-1026.8,-9950.9
4.6991,-1033.5,-9960.3
4.6999,-1031.8,-9971.5
4.6991,-1024.6,-10014
4.7,-1023.1,-10033
4.6999,-1025.7,-10035
4.699,-1030.4,-10034
4.699,-1036.4,-10004
4.6991,-1033.3,-9996.3
4.6999,-1034.6,-10012
4.699,-1044.3,-10009
4.6991,-1041.2,-10007
4.7,-1038.3,-9985.4
4.7,-1039.8,-9976.6
4.6999,-1030.8,-9978.9
4.699,-1028.5,-9991.8
4.699,-1032.2,-10003
4.6991,-1041.6,-10011
4.6999,-1037.8,-10037
4.699,-1042.3,-10037
4.6991,-1042.2,-10034
4.7,-1038.5,-10028
4.7,-1024.6,-10009
4.7,-1024.6,-9991
4.7,-1030.2,-9980
4.6999,-1021.4,-9985
4.699,-1026.2,-9975.5
4.699,-1022.5,-9976.7
4.699,-1018.2,-9985.1
4.6991,-1008.8,-10004
4.7,-1018.6,-10006
4.7,-1014.4,-9968.1
4.7,-1014.9,-9922.5
4.7,-1014.1,-9906.7
4.7,-1015,-9925.7
4.7,-1016.3,-9938.6
4.7,-1034.3,-9957.1
