scl , ecg , emg_trap
11.141,-16170,-6262.7
11.142,-16172,-6263
11.142,-16178,-6267
11.143,-16183,-6264.9
11.144,-16185,-6265.6
11.146,-16185,-6263.8
11.143,-16178,-6257.6
11.142,-16180,-6258.3
11.145,-16174,-6263.5
11.145,-16172,-6263.9
11.144,-16174,-6259.4
11.143,-16178,-6268.2
11.144,-16186,-6273.4
11.147,-16213,-6279.1
11.146,-16224,-6283.3
11.146,-16217,-6284
11.146,-16217,-6282.3
11.146,-16206,-6275.7
11.145,-16178,-6262.9
11.147,-16158,-6258.8
11.149,-16144,-6246.7
11.15,-16138,-6242.8
11.149,-16140,-6242.1
11.151,-16150,-6242.5
11.151,-16157,-6248.9
11.15,-16156,-6253.1
11.152,-16160,-6255.6
11.152,-16161,-6255.2
11.152,-16154,-6263.1
11.152,-16163,-6266.8
11.154,-16158,-6267.9
11.155,-16156,-6268.6
11.154,-16155,-6276.8
11.154,-16158,-6270.8
11.153,-16171,-6252.2
11.154,-16172,-6256.6
11.156,-16168,-6256.5
11.156,-16153,-6261.7
11.157,-16149,-6262.3
11.156,-16151,-6257.7
11.155,-16150,-6256.3
11.156,-16151,-6258.7
11.157,-16154,-6264.3
11.157,-16154,-6265.7
11.157,-16150,-6268.1
11.158,-16150,-6270.7
11.159,-16147,-6265.6
11.16,-16138,-6268.4
11.16,-16126,-6268.8
11.16,-16127,-6263.9
11.161,-16128,-6265.9
11.162,-16116,-6266.4
11.164,-16116,-6274.9
11.162,-16126,-6276.7
11.164,-16137,-6278.8
11.164,-16146,-6277.7
11.164,-16151,-6265.1
11.164,-16150,-6263.2
11.165,-16143,-6265.7
11.167,-16126,-6267.7
11.165,-16101,-6267
11.165,-16085,-6269.4
11.167,-16069,-6267.6
11.169,-16059,-6258.6
11.171,-16067,-6257.6
11.172,-16071,-6260.9
11.171,-16067,-6266.1
11.17,-16075,-6264.4
11.17,-16092,-6264.2
11.172,-16107,-6268.9
11.174,-16112,-6269.2
11.171,-16110,-6274
11.172,-16123,-6271.4
11.173,-16125,-6272.3
11.174,-16120,-6266
11.176,-16126,-6263.3
11.178,-16128,-6266.3
11.179,-16116,-6268.4
11.176,-16128,-6261.4
11.178,-16136,-6257.4
11.178,-16141,-6253.7
11.178,-16155,-6255
11.177,-16171,-6258.1
11.181,-16185,-6263.5
11.182,-16196,-6268.2
11.182,-16205,-6275.5
11.184,-16204,-6274
