scl , ecg , emg_trap
13.411,-5480.2,2028.8
13.412,-5484.7,2040.8
13.411,-5485.8,2030.6
13.411,-5497.1,2013.6
13.409,-5502.5,2012.9
13.408,-5509.8,2019.8
13.408,-5499.5,2038.7
13.412,-5480.9,2049
13.408,-5484.3,2073.8
13.409,-5480.8,2104.5
13.41,-5454.7,2106.1
13.411,-5433.9,2108.6
13.406,-5413.6,2110.1
13.404,-5411.8,2072.9
13.406,-5411.6,2024.3
13.407,-5436.9,2040.2
13.409,-5449.4,2052.2
13.409,-5450.4,2047
13.407,-5438.3,2034.8
13.409,-5414.5,2076.4
13.407,-5414.1,2116.6
13.407,-5425.6,2114.1
13.41,-5468.6,2120.8
13.408,-5504.1,2115.5
13.409,-5517.8,2116.5
13.407,-5529.4,2104.4
13.407,-5546,2081.5
13.408,-5550.3,2068.6
13.408,-5561.4,2056.3
13.408,-5586.5,2046.5
13.407,-5605.4,2040.5
13.406,-5600.7,2051.7
13.409,-5588.8,2063.7
13.406,-5599.7,2067.5
13.406,-5619.6,2067.3
13.405,-5621.5,2080.3
13.405,-5613.7,2084.7
13.405,-5625.6,2076.2
13.404,-5640.8,2072.6
13.4,-5643.1,2048.5
13.402,-5651.2,2029.9
13.403,-5663.1,2008.5
13.406,-5655.3,2016.9
13.408,-5610.6,2037.5
13.409,-5571.4,2050.5
13.409,-5565.9,2065.6
13.403,-5552.7,2069.5
13.403,-5546.5,2046.4
13.403,-5567.3,2057.2
13.401,-5580.2,2058.1
13.4,-5579.9,2068.9
13.403,-5577.8,2091.4
13.406,-5581.6,2084.7
13.403,-5582.1,2076.9
13.404,-5589.9,2082.1
13.402,-5608.8,2092.4
13.4,-5621.1,2090.1
13.401,-5619.4,2085.9
13.4,-5616.6,2075.3
13.4,-5608,2070.9
13.4,-5592,2072.6
13.399,-5589,2063.6
13.399,-5596.6,2072.8
13.399,-5566.1,2072.1
13.402,-5505.5,2067.1
13.405,-5426.6,2053.3
13.403,-5316.7,2025.9
13.4,-5189.9,2017
13.404,-5099.7,2029.3
13.402,-5081.5,2046.1
13.399,-5057.5,2052.4
13.397,-4949.8,2064.1
13.4,-4832,2086
13.398,-4734.4,2066.2
13.398,-4582.9,2047.2
13.399,-4398.4,2048.4
