scl , ecg , emg_trap
14.428,-3021.1,1349.9
14.426,-3035.9,1341.9
14.426,-3046.3,1363.7
14.426,-3058.8,1378.2
14.429,-3061.5,1396
14.428,-3065.4,1397.9
14.422,-3074.9,1398.4
14.423,-3073.9,1403.2
14.427,-3073.7,1391.5
14.428,-3071.5,1380.4
14.429,-3069.5,1377
14.431,-3070.7,1375.8
14.431,-3072.5,1381.2
14.431,-3076,1374.5
14.43,-3076.1,1379.6
14.424,-3076.2,1373
14.424,-3080.4,1353
14.422,-3084.7,1362.6
14.425,-3079.1,1374.9
14.428,-3082.7,1376.6
14.425,-3080.3,1362.4
14.426,-3072.7,1379.5
14.431,-3071.1,1383.9
14.429,-3064.3,1382.9
14.427,-3059.9,1385.4
14.428,-3055.8,1384.7
14.43,-3058.9,1381
14.43,-3070.7,1376.4
14.429,-3073.8,1385
14.427,-3082.2,1400.5
14.428,-3087.4,1406.8
14.431,-3079,1405.7
14.431,-3074.1,1387.2
14.427,-3075.6,1398
14.431,-3082.4,1407.3
14.43,-3093.9,1381
14.427,-3087.3,1368.3
14.427,-3069,1372.7
14.426,-3011.9,1357.3
14.426,-2913.1,1348.5
14.428,-2798.7,1353.2
14.429,-2704.4,1361.1
14.426,-2625,1365.7
14.424,-2527.7,1375.4
14.425,-2393.7,1377.1
14.426,-2196.1,1374.6
14.428,-2039.5,1373.4
14.428,-1914,1391.1
14.429,-1694.8,1402.1
14.424,-1496,1390.4
14.423,-1324.4,1397.4
14.425,-1236.1,1395.5
14.425,-1282.2,1393.8
14.424,-1430.5,1408.8
14.425,-1661.7,1403
14.429,-1978.1,1380.3
14.427,-2359.3,1368.9
14.427,-2645.9,1363.7
14.427,-2936.1,1354.5
14.424,-3203.9,1353.8
14.425,-3318.4,1349.3
14.426,-3335.6,1347.6
14.422,-3334.4,1336.4
14.423,-3309.5,1341
14.42,-3270.9,1373.1
14.419,-3219.3,1396.5
14.418,-3132.1,1411.9
14.424,-3068.2,1392.4
14.427,-3035.4,1362.7
14.423,-3022.4,1349.2
14.423,-2999.9,1363.5
14.427,-2991.5,1399.6
14.426,-2996.8,1421.5
14.422,-2996.6,1418.3
14.426,-2995.1,1388.3
14.425,-2996.4,1382.7
14.425,-2996.6,1395
14.42,-3007.8,1398.6
14.422,-3014.6,1389.3
14.423,-3019.5,1386
14.423,-3024.3,1388.1
14.425,-3021.6,1388.2
14.426,-3015.5,1374.3
14.426,-3004.9,1374.8
14.426,-2997.6,1381.9
14.423,-2992.3,1386.4
14.421,-2985.8,1388.1
14.42,-2984.4,1388.1
14.424,-2989.3,1389.9
14.427,-2991.7,1384.4
14.421,-2995.5,1392.8
14.418,-2994.9,1393.1
14.419,-2990.1,1391
14.421,-2986.9,1382.4
14.42,-2980.9,1368.5
14.423,-2976.7,1360.6
14.426,-2979.5,1369.2
14.423,-2978.1,1386.4
14.425,-2979.3,1394.4
14.425,-2983.5,1398.2
14.425,-2980.5,1405.9
14.424,-2979.5,1405.2
14.426,-2977.3,1404.3
14.426,-2967.1,1402.4
14.427,-2964.6,1407.4
14.428,-2958.8,1408.1
14.425,-2957.4,1394.4
14.425,-2956.1,1387.5
14.42,-2957.4,1400
14.418,-2960.9,1402.4
14.423,-2959.5,1402.2
14.419,-2957.3,1395.7
14.42,-2949.8,1380.6
14.421,-2943.5,1370.9
14.418,-2931.3,1373.5
14.423,-2927.8,1387.5
14.427,-2934.2,1401
14.428,-2932.3,1395.8
14.423,-2925.4,1390.9
14.422,-2931.9,1393
14.422,-2923.9,1399.1
14.421,-2924.3,1390
14.423,-2922.1,1384.4
14.422,-2917.4,1380.3
14.42,-2905.1,1357.4
14.418,-2890.8,1331
14.422,-2884.9,1325.5
14.425,-2882.2,1344.7
14.422,-2880.9,1359.6
14.422,-2876.2,1356
14.422,-2872.2,1374.3
14.418,-2870.6,1390.1
14.417,-2866.8,1341.8
14.419,-2857.3,1329.4
14.418,-2848.3,1354.8
14.419,-2835,1355.6
14.421,-2825.6,1366.4
14.42,-2811.3,1380.2
14.419,-2807.1,1383.2
14.419,-2793.6,1386.3
14.417,-2784.7,1384.9
14.417,-2775.8,1376.6
14.418,-2757.3,1366.4
14.42,-2746.2,1358.4
14.422,-2731.2,1345.2
14.42,-2711.7,1338.3
14.42,-2704.8,1339.4
14.416,-2697.1,1352
14.419,-2684.9,1366.6
14.421,-2671,1391
14.421,-2660.5,1407.5
14.42,-2647.4,1410.8
14.419,-2637.3,1406.7
14.419,-2619.5,1386.2
14.418,-2601.5,1371.6
14.415,-2584.3,1382.2
14.414,-2572.1,1385.7
14.413,-2557.1,1380.9
14.418,-2543.1,1371.2
14.419,-2535.3,1351.8
14.414,-2527.6,1339.3
14.415,-2520.1,1327.2
14.414,-2509.8,1327.4
14.416,-2504.9,1335.9
14.415,-2496.9,1329.9
14.416,-2481.3,1351.3
14.417,-2472.7,1368.7
14.42,-2470.4,1374.8
14.419,-2473.2,1383.4
14.417,-2475.2,1387
14.416,-2479.9,1379.8
14.418,-2482,1387.9
14.418,-2484.1,1390.7
14.414,-2485.6,1379
14.412,-2494,1370.8
