scl , ecg , emg_trap
7.469,15201,-12204
7.469,15199,-12202
7.469,15195,-12205
7.4695,15190,-12209
7.47,15194,-12199
7.4706,15187,-12199
7.4715,15196,-12203
7.4726,15207,-12203
7.4725,15206,-12199
7.472,15205,-12198
7.4726,15204,-12199
7.4741,15202,-12205
7.475,15200,-12214
7.4756,15193,-12201
7.476,15184,-12204
7.4765,15192,-12211
7.477,15193,-12208
7.477,15195,-12207
7.4775,15200,-12210
7.4786,15189,-12201
7.479,15181,-12194
7.479,15177,-12202
7.4795,15175,-12202
7.48,15171,-12209
7.48,15172,-12213
7.48,15172,-12209
7.48,15170,-12211
7.48,15172,-12209
7.4811,15169,-12206
7.4825,15165,-12213
7.4825,15168,-12211
7.4825,15167,-12209
7.4836,15172,-12205
7.484,15171,-12209
7.4845,15167,-12216
7.4844,15162,-12221
7.4845,15153,-12217
7.4855,15163,-12212
7.486,15172,-12204
7.486,15166,-12203
7.4871,15165,-12209
7.488,15174,-12202
7.4886,15182,-12208
7.489,15194,-12208
7.4901,15211,-12217
7.4905,15220,-12218
7.4894,15228,-12210
7.4907,15245,-12217
7.492,15258,-12211
7.492,15258,-12204
7.4925,15256,-12193
7.4935,15255,-12188
7.494,15248,-12205
7.4951,15246,-12204
7.4966,15238,-12199
7.4959,15229,-12204
7.4955,15231,-12206
7.496,15243,-12207
7.4966,15258,-12205
7.4976,15269,-12211
7.498,15279,-12203
7.4985,15289,-12198
7.4985,15297,-12206
7.4985,15299,-12209
7.5001,15296,-12214
7.5004,15301,-12217
7.5005,15317,-12215
7.501,15321,-12207
7.501,15327,-12208
7.5027,15335,-12207
7.5035,15324,-12210
7.503,15316,-12209
7.5041,15308,-12211
7.505,15296,-12214
7.5061,15298,-12209
7.507,15284,-12217
7.5076,15278,-12222
7.508,15272,-12226
7.508,15257,-12226
7.508,15256,-12221
7.508,15246,-12224
7.5091,15226,-12216
7.5106,15210,-12208
7.511,15199,-12217
7.5116,15187,-12217
7.5126,15171,-12212
7.5136,15159,-12221
7.514,15155,-12218
7.5134,15149,-12221
7.5136,15140,-12226
7.514,15142,-12207
7.5151,15138,-12210
7.516,15130,-12222
7.5165,15120,-12218
7.517,15111,-12213
7.5164,15103,-12216
7.5177,15099,-12222
7.5196,15101,-12221
7.52,15101,-12217
7.5194,15099,-12223
7.5196,15096,-12218
7.52,15099,-12206
7.5206,15099,-12219
7.521,15097,-12215
7.5221,15094,-12211
7.5236,15090,-12225
7.524,15100,-12218
7.524,15097,-12209
7.5246,15085,-12219
7.5256,15086,-12222
7.5266,15091,-12222
7.5259,15091,-12222
7.5256,15092,-12211
7.5266,15092,-12218
7.5281,15084,-12214
7.5296,15079,-12210
7.53,15074,-12206
7.5289,15081,-12211
7.5291,15088,-12217
7.5311,15092,-12214
7.5314,15091,-12208
7.531,15087,-12203
7.5316,15091,-12209
7.532,15094,-12207
7.5337,15093,-12218
7.5344,15087,-12220
7.5346,15080,-12216
7.5356,15070,-12226
7.5354,15071,-12220
7.5361,15056,-12213
7.5359,15031,-12209
7.5361,15005,-12194
7.5381,14989,-12193
7.5379,14978,-12208
7.5381,14979,-12220
7.5401,14983,-12228
7.541,14998,-12224
7.541,15055,-12223
7.5416,15134,-12230
7.5426,15242,-12220
7.5424,15383,-12221
7.5426,15581,-12212
7.5436,15800,-12195
7.5446,16021,-12190
7.5444,16219,-12196
7.5446,16390,-12191
7.5467,16531,-12191
7.5474,16650,-12197
7.5481,16799,-12197
7.5484,16883,-12197
7.5486,16892,-12210
7.5496,16887,-12218
7.55,16826,-12216
7.55,16677,-12222
7.5506,16548,-12234
7.5516,16425,-12240
7.552,16232,-12247
7.5526,15984,-12244
7.5536,15756,-12245
7.5534,15579,-12248
7.5541,15441,-12239
7.555,15334,-12235
7.5561,15259,-12232
7.557,15216,-12231
7.5564,15202,-12231
7.556,15201,-12230
7.5571,15185,-12232
7.5591,15163,-12231
7.56,15155,-12227
7.56,15168,-12223
7.56,15174,-12221
7.5606,15177,-12219
7.561,15171,-12224
7.561,15164,-12223
7.5616,15158,-12220
7.5626,15158,-12218
7.5636,15152,-12212
7.5646,15144,-12214
7.5644,15142,-12222
7.5646,15138,-12218
7.5656,15137,-12217
7.566,15129,-12226
7.5671,15136,-12220
7.5674,15140,-12217
7.5681,15124,-12221
7.569,15114,-12226
7.5684,15116,-12225
7.568,15125,-12230
7.5697,15121,-12234
7.571,15122,-12227
7.5716,15124,-12226
7.572,15131,-12228
7.572,15140,-12224
7.5731,15139,-12221
7.5734,15139,-12218
7.573,15140,-12224
7.5747,15142,-12226
7.5754,15136,-12226
7.5756,15144,-12235
7.5766,15146,-12232
7.577,15146,-12238
7.5776,15153,-12223
7.578,15156,-12210
7.5797,15154,-12216
7.5799,15147,-12222
7.5812,15152,-12217
7.5808,15161,-12224
7.5801,15153,-12223
7.5816,15149,-12210
7.5826,15152,-12218
7.5824,15148,-12227
7.5826,15152,-12219
7.5836,15160,-12213
7.5846,15163,-12217
7.5856,15161,-12217
7.586,15161,-12221
7.5866,15162,-12223
7.5876,15156,-12224
7.5869,15158,-12228
7.5877,15163,-12229
7.589,15163,-12229
7.5896,15164,-12226
7.5906,15170,-12220
7.591,15172,-12224
7.591,15171,-12227
7.5916,15174,-12222
7.592,15175,-12213
7.5926,15174,-12218
7.593,15169,-12230
7.5941,15175,-12225
7.595,15181,-12227
7.5944,15184,-12231
7.5963,15186,-12232
7.598,15191,-12226
7.5974,15193,-12224
7.5981,15189,-12221
7.5979,15191,-12223
7.5976,15191,-12232
7.5991,15190,-12230
7.6,15190,-12228
7.6,15194,-12227
7.6006,15202,-12226
7.6021,15206,-12225
7.6024,15214,-12220
7.602,15208,-12230
7.6031,15216,-12224
7.604,15225,-12214
7.604,15221,-12219
7.6057,15223,-12222
7.607,15221,-12236
7.6064,15225,-12239
7.6071,15233,-12235
7.6063,15238,-12235
7.6061,15245,-12229
7.6076,15249,-12224
7.6097,15251,-12228
7.6099,15253,-12232
7.6101,15256,-12221
7.6104,15261,-12232
7.6106,15263,-12241
7.611,15266,-12239
7.6116,15273,-12238
7.6126,15275,-12242
7.6136,15284,-12246
7.6146,15292,-12232
7.615,15289,-12233
7.6156,15293,-12225
7.6171,15299,-12226
7.6169,15300,-12240
7.6166,15300,-12242
7.617,15299,-12247
7.6181,15300,-12243
7.619,15306,-12237
7.6201,15312,-12238
7.6204,15319,-12231
7.62,15320,-12233
7.6206,15323,-12237
7.6216,15328,-12240
7.6209,15323,-12247
7.6217,15326,-12244
7.623,15331,-12249
7.6241,15338,-12249
7.6244,15348,-12247
7.6251,15346,-12245
7.626,15355,-12237
7.6271,15359,-12229
7.628,15360,-12230
7.6274,15362,-12232
7.627,15363,-12228
7.6281,15365,-12230
7.6296,15370,-12242
7.63,15376,-12253
7.6294,15373,-12235
7.6301,15371,-12238
7.631,15374,-12229
7.631,15370,-12219
7.6316,15371,-12226
7.6331,15376,-12226
7.6346,15373,-12225
7.635,15365,-12227
7.635,15358,-12226
7.6356,15359,-12224
7.6366,15354,-12226
7.6364,15348,-12216
7.6366,15353,-12219
7.6381,15351,-12214
7.6384,15344,-12215
7.6391,15334,-12219
7.6394,15330,-12215
7.639,15323,-12224
7.6401,15310,-12223
7.641,15307,-12223
7.6404,15304,-12214
7.6411,15301,-12204
7.6426,15305,-12202
7.6424,15300,-12206
7.6426,15290,-12212
7.6424,15292,-12195
7.6431,15289,-12204
7.6451,15283,-12214
7.646,15279,-12209
7.646,15271,-12210
7.6466,15266,-12210
7.6481,15272,-12218
7.649,15275,-12212
7.649,15268,-12204
7.649,15268,-12206
7.6501,15270,-12205
7.651,15269,-12217
7.6521,15274,-12216
7.6524,15268,-12210
7.6526,15256,-12217
7.6536,15261,-12203
7.6534,15259,-12211
7.6536,15267,-12212
7.6546,15264,-12205
7.6544,15260,-12212
7.6546,15263,-12215
7.6556,15263,-12215
7.656,15260,-12207
7.6571,15255,-12212
7.658,15256,-12215
7.6574,15260,-12216
7.6576,15260,-12221
7.6591,15259,-12217
7.66,15258,-12217
7.66,15259,-12207
7.66,15261,-12206
7.66,15258,-12200
7.6617,15258,-12205
7.6624,15256,-12215
7.662,15246,-12205
7.6626,15246,-12209
7.6636,15248,-12219
7.6646,15247,-12217
7.6644,15254,-12214
7.6651,15253,-12211
7.6654,15251,-12210
7.6644,15247,-12216
7.6651,15246,-12218
7.6666,15246,-12210
7.6664,15246,-12206
7.6671,15244,-12207
7.668,15245,-12213
7.668,15247,-12212
7.6691,15245,-12212
7.67,15249,-12212
7.67,15247,-12208
7.6694,15241,-12206
7.6696,15248,-12208
7.6711,15245,-12219
7.6714,15234,-12218
7.6721,15232,-12209
7.6736,15237,-12218
7.674,15242,-12227
7.6734,15245,-12221
7.6747,15248,-12216
7.676,15244,-12209
7.6754,15230,-12206
7.6756,15236,-12209
7.676,15236,-12209
7.6766,15230,-12213
7.677,15233,-12214
7.6776,15236,-12220
7.6786,15239,-12216
7.6779,15242,-12212
7.6776,15247,-12210
7.6791,15249,-12205
7.68,15242,-12201
7.6806,15236,-12208
7.6804,15231,-12205
7.68,15231,-12198
7.6806,15226,-12205
7.6822,15226,-12211
7.683,15233,-12214
7.6824,15234,-12218
7.682,15231,-12224
7.6826,15228,-12214
7.683,15229,-12218
7.6847,15231,-12207
7.686,15228,-12209
7.686,15223,-12215
7.686,15218,-12202
7.6866,15214,-12211
7.687,15217,-12231
7.6876,15220,-12227
7.6886,15219,-12215
7.6879,15220,-12213
7.6887,15219,-12220
7.69,15211,-12220
7.6894,15213,-12202
7.6907,15209,-12205
7.6903,15208,-12209
7.6896,15208,-12207
7.6912,15206,-12210
7.6926,15206,-12206
7.6936,15210,-12198
7.6917,15214,-12198
7.6912,15208,-12208
