scl , ecg , emg_trap
2.521,6700,-20705
2.521,6711.8,-20711
2.521,6714,-20708
2.521,6704.5,-20708
2.521,6701.4,-20715
2.521,6709.5,-20703
2.521,6703.6,-20703
2.521,6685.3,-20703
2.521,6673.9,-20698
2.521,6653.3,-20703
2.521,6668.2,-20718
2.521,6707.8,-20717
2.521,6761.5,-20704
2.521,6846.9,-20709
2.521,6974.3,-20707
2.521,7127.1,-20712
2.521,7293,-20716
2.521,7453.9,-20710
2.521,7604.5,-20705
2.521,7859.4,-20690
2.521,8043.1,-20677
2.521,8177.3,-20665
2.521,8256.6,-20652
2.521,8223.3,-20622
2.521,7922.1,-20597
2.521,7433.6,-20603
2.521,6999.8,-20607
2.521,6556.6,-20598
2.521,6348.3,-20610
2.521,6254,-20615
2.521,6140,-20631
2.521,6084.8,-20652
2.521,6060.8,-20661
2.521,6048.2,-20674
2.521,6098.7,-20679
2.521,6160.4,-20684
2.521,6234.3,-20699
2.521,6321.5,-20694
2.521,6425.7,-20697
2.521,6523.6,-20692
2.521,6607,-20693
2.521,6666.8,-20693
2.521,6709.6,-20694
2.521,6753.4,-20697
2.521,6768.9,-20703
2.521,6777.6,-20711
2.521,6780.9,-20707
2.521,6780.1,-20702
2.521,6784.5,-20698
2.521,6787.1,-20692
2.521,6788.1,-20699
2.521,6784.4,-20696
2.521,6793.9,-20704
2.521,6798.3,-20699
2.521,6792.7,-20705
2.521,6795.6,-20707
2.521,6800.8,-20712
2.521,6802.8,-20714
2.521,6810.1,-20706
2.521,6821,-20703
2.521,6825.6,-20703
2.521,6822.1,-20703
2.521,6830.1,-20701
2.521,6829,-20702
2.521,6836.1,-20703
2.521,6830.5,-20710
2.521,6831.1,-20709
2.521,6836.5,-20700
2.521,6836.6,-20697
2.521,6844.5,-20697
2.521,6851.9,-20696
2.521,6847.8,-20692
2.521,6847.7,-20696
2.521,6852.6,-20699
2.521,6854.7,-20697
2.521,6851.2,-20705
2.521,6857.1,-20718
2.521,6865.8,-20715
2.521,6861.6,-20719
2.521,6875.2,-20715
2.521,6877.6,-20704
2.521,6876.3,-20700
2.521,6876.9,-20707
2.521,6875.5,-20707
2.521,6882.9,-20710
2.521,6878.7,-20716
2.521,6888.1,-20711
2.521,6887.9,-20712
2.521,6895.1,-20708
2.521,6897.2,-20704
2.521,6904.5,-20702
2.521,6906.9,-20707
2.521,6910,-20710
2.521,6913.9,-20707
2.521,6917.4,-20709
2.521,6915.1,-20709
2.521,6914.2,-20711
2.521,6923.5,-20714
2.521,6931.3,-20718
2.521,6929.8,-20720
2.521,6936.6,-20708
2.521,6941.4,-20695
2.521,6949.9,-20691
2.521,6956.2,-20692
2.521,6954.9,-20703
2.521,6958.3,-20702
2.521,6963.9,-20705
2.521,6971.9,-20706
2.521,6978.2,-20708
2.521,6986.5,-20703
2.521,6992.4,-20705
2.521,7001.9,-20699
2.521,7000.5,-20697
2.521,7007.7,-20700
2.521,7012.5,-20695
2.521,7015.6,-20693
2.521,7016.4,-20710
2.521,7025.7,-20714
2.521,7039.6,-20720
2.521,7043.1,-20716
2.521,7047.6,-20702
2.521,7062.8,-20695
2.521,7074.6,-20696
2.521,7074.6,-20698
2.521,7076.7,-20700
2.521,7082.6,-20705
2.521,7078.6,-20713
2.521,7088.6,-20713
2.521,7095.7,-20711
2.521,7110,-20707
2.521,7122.5,-20695
2.521,7135.9,-20686
2.521,7140.4,-20689
2.521,7146.1,-20688
2.521,7148.7,-20691
2.521,7152.9,-20696
2.521,7152.5,-20695
2.521,7155.3,-20700
2.521,7162.8,-20700
2.521,7176,-20701
2.521,7178.5,-20704
2.521,7183.9,-20706
2.521,7197.2,-20694
2.521,7200.9,-20696
2.521,7197.4,-20702
2.521,7203,-20703
2.521,7204.3,-20702
2.521,7208.1,-20703
2.521,7216.6,-20697
2.521,7220,-20702
2.521,7214.3,-20697
2.521,7226.8,-20691
2.521,7228.1,-20692
2.521,7228.3,-20696
2.521,7226.3,-20696
2.521,7226.8,-20702
2.521,7213.4,-20695
2.521,7197.9,-20706
2.521,7184.2,-20705
2.521,7177.1,-20705
2.521,7165.6,-20709
2.521,7149.1,-20708
2.521,7132.2,-20707
2.521,7120.2,-20698
2.521,7096.8,-20695
2.521,7076.6,-20695
2.521,7051,-20703
2.521,7032.6,-20705
2.521,7019,-20699
2.521,6999.3,-20703
2.521,6978.2,-20698
2.521,6949.8,-20702
2.521,6941.4,-20691
2.5209,6927.6,-20692
2.5201,6909.4,-20701
2.521,6897.4,-20708
2.521,6884.4,-20702
2.5209,6868.1,-20708
2.5201,6853.4,-20702
2.521,6839.2,-20705
2.5209,6826.2,-20711
2.52,6824.3,-20710
2.52,6820.4,-20708
2.5201,6810.8,-20701
2.521,6804.1,-20697
2.521,6793.5,-20703
2.5209,6784.2,-20697
2.5201,6780.8,-20703
2.521,6777.4,-20700
2.5209,6774.7,-20704
2.5201,6772.6,-20699
2.5209,6772.4,-20701
2.5201,6772.5,-20702
2.521,6776.9,-20699
2.521,6775.5,-20697
2.521,6778.4,-20698
2.521,6774.3,-20702
2.521,6773.2,-20701
2.5209,6772.7,-20700
2.52,6776.8,-20708
2.52,6778,-20716
2.52,6778.5,-20697
2.52,6770.4,-20695
2.5201,6772,-20688
2.5209,6768.8,-20690
2.5201,6768.4,-20699
2.5209,6762,-20701
2.52,6768.7,-20704
2.52,6776.1,-20704
2.52,6773.6,-20707
2.52,6772.9,-20713
2.52,6781.7,-20692
2.52,6775.5,-20695
2.52,6772,-20690
2.52,6774,-20684
2.52,6778.4,-20696
2.52,6782.6,-20696
2.52,6784.3,-20697
2.52,6781.4,-20701
2.52,6776.7,-20710
2.52,6786,-20710
2.52,6781.6,-20706
2.52,6784.4,-20696
2.52,6789.1,-20696
2.52,6786.3,-20694
2.52,6789.2,-20693
2.52,6784.1,-20696
2.52,6785,-20697
2.52,6785.2,-20708
2.52,6784,-20704
2.52,6782.5,-20706
2.52,6786.1,-20710
2.52,6786.7,-20707
2.52,6780.1,-20709
2.52,6783.8,-20713
2.52,6785.4,-20708
2.52,6782.1,-20698
2.52,6780.5,-20698
2.52,6783.1,-20695
2.52,6781.3,-20696
2.52,6786.3,-20702
2.52,6787.6,-20696
2.52,6788.9,-20696
2.5199,6789,-20693
2.5191,6797.1,-20691
2.52,6797,-20689
2.5199,6789.4,-20708
2.5191,6785.7,-20711
2.5199,6778.4,-20712
2.519,6784.6,-20714
2.519,6786.2,-20713
2.519,6777.8,-20718
2.519,6783,-20714
2.519,6784.5,-20698
2.519,6790.6,-20695
2.519,6789.8,-20692
2.519,6788.2,-20681
2.519,6787.8,-20695
2.519,6779.6,-20701
2.519,6779.7,-20696
2.519,6770.1,-20702
2.519,6772.9,-20701
2.519,6776.2,-20698
2.519,6775.7,-20706
2.519,6777.4,-20698
2.519,6780.5,-20691
2.519,6763.3,-20699
2.519,6749.6,-20705
2.519,6755.8,-20703
2.519,6759,-20703
2.519,6759.7,-20704
2.519,6757,-20710
2.519,6753.7,-20712
2.519,6751.7,-20707
2.519,6760.8,-20704
2.519,6764.6,-20697
2.519,6758.6,-20694
2.519,6757.3,-20691
2.519,6756.7,-20693
2.519,6754.7,-20689
2.5189,6749.6,-20682
2.518,6745,-20695
2.518,6745.9,-20696
2.518,6748.9,-20688
2.518,6746.6,-20690
2.518,6749.4,-20690
2.518,6749,-20696
2.518,6752.7,-20699
2.518,6745.8,-20712
2.518,6754,-20703
2.518,6742.1,-20703
2.518,6738.6,-20706
