scl , ecg , emg_trap
10.075,-15419,-6573.6
10.076,-15448,-6568
10.074,-15468,-6564.8
10.073,-15480,-6559.8
10.072,-15485,-6555.7
10.073,-15485,-6560.6
10.075,-15486,-6560.6
10.075,-15494,-6551.9
10.075,-15522,-6555.5
10.075,-15543,-6549.8
10.074,-15558,-6542.9
10.074,-15561,-6559.5
10.074,-15586,-6562.8
10.074,-15618,-6576
10.073,-15624,-6577.3
10.073,-15651,-6574
10.073,-15669,-6576.8
10.073,-15668,-6574.2
10.073,-15684,-6571.3
10.072,-15704,-6561.8
10.072,-15713,-6564.7
10.073,-15725,-6561.7
10.074,-15743,-6563.4
10.075,-15741,-6570.3
10.072,-15752,-6569.6
10.072,-15777,-6564
10.072,-15782,-6547.9
10.072,-15782,-6551.9
10.07,-15774,-6554.5
10.072,-15774,-6557.8
10.072,-15782,-6568.9
10.071,-15785,-6560.5
10.073,-15800,-6555.6
10.073,-15812,-6567.1
10.073,-15816,-6583
10.071,-15816,-6571.6
10.07,-15817,-6570.5
10.072,-15808,-6563
10.072,-15801,-6556.3
10.071,-15805,-6566.3
10.07,-15792,-6554.6
10.07,-15791,-6558.1
10.07,-15815,-6559.6
10.071,-15818,-6553.6
10.072,-15817,-6559.3
10.072,-15823,-6564.7
10.072,-15822,-6565.8
10.07,-15817,-6565.9
10.07,-15810,-6563.9
10.07,-15798,-6555.1
10.07,-15811,-6543.2
10.07,-15826,-6554.6
10.072,-15805,-6568.7
10.071,-15785,-6571
10.071,-15777,-6579.8
10.071,-15778,-6584.6
10.07,-15780,-6582.3
10.07,-15782,-6567
10.07,-15804,-6556.2
10.069,-15821,-6560.6
10.07,-15826,-6560.6
10.07,-15821,-6556.3
10.071,-15824,-6566.5
10.07,-15828,-6568
10.069,-15834,-6572.2
10.068,-15837,-6565.9
10.068,-15822,-6559.4
10.068,-15820,-6563.1
10.067,-15818,-6557
10.068,-15808,-6561.9
10.069,-15806,-6566.7
10.068,-15801,-6556.4
10.07,-15808,-6563.3
10.07,-15805,-6571.7
10.07,-15787,-6568.4
10.069,-15789,-6574.9
10.068,-15797,-6579.2
10.067,-15801,-6565.5
10.069,-15812,-6573.4
10.068,-15812,-6580.8
10.068,-15792,-6568
10.069,-15795,-6572.7
10.069,-15803,-6558.1
10.069,-15826,-6563.5
10.068,-15847,-6568.9
10.067,-15845,-6566.1
10.066,-15842,-6577.3
10.066,-15836,-6568.8
10.066,-15838,-6564.3
10.066,-15837,-6562.8
10.066,-15833,-6564.6
10.065,-15846,-6565.7
10.067,-15846,-6560
10.07,-15840,-6556.3
10.069,-15835,-6554.3
10.067,-15832,-6557.8
10.066,-15819,-6558.2
10.066,-15804,-6554.8
10.066,-15801,-6555.9
10.066,-15805,-6558.8
10.066,-15819,-6554.1
10.066,-15821,-6551.3
10.066,-15822,-6564.9
10.067,-15844,-6586.6
10.068,-15851,-6585.9
10.065,-15832,-6576
10.065,-15832,-6586
10.066,-15841,-6577.4
10.064,-15836,-6565.9
10.063,-15844,-6562.5
10.064,-15847,-6559.6
10.066,-15836,-6566.5
10.066,-15831,-6554.2
10.066,-15847,-6566.7
10.064,-15853,-6585.1
10.064,-15844,-6573.5
10.064,-15848,-6573.7
10.063,-15855,-6578.9
10.066,-15864,-6587.1
10.065,-15862,-6583.4
10.063,-15851,-6577.5
10.063,-15856,-6566.8
10.063,-15866,-6568.1
10.065,-15869,-6569.6
10.064,-15868,-6569.4
10.063,-15880,-6569.8
10.063,-15883,-6564.6
10.064,-15879,-6568.2
10.064,-15879,-6574.6
10.062,-15885,-6573.3
10.062,-15880,-6568.7
10.063,-15883,-6571.6
10.062,-15877,-6570.9
10.062,-15863,-6575.6
10.063,-15872,-6566.8
10.063,-15879,-6561.8
10.062,-15873,-6557.6
10.061,-15871,-6552.8
10.062,-15884,-6555.2
10.063,-15886,-6555.2
10.064,-15879,-6552.5
10.061,-15883,-6549.5
10.061,-15876,-6547.1
10.063,-15865,-6557.9
10.064,-15860,-6560.6
10.065,-15866,-6576.5
10.062,-15858,-6589.1
10.06,-15868,-6580.8
10.06,-15877,-6580.3
10.061,-15868,-6575.3
10.063,-15889,-6579.8
10.064,-15907,-6582.4
10.061,-15892,-6576.9
10.06,-15885,-6578.2
10.06,-15886,-6584.3
10.061,-15878,-6581
10.062,-15880,-6566.8
10.062,-15892,-6554.2
10.061,-15910,-6546.1
10.059,-15917,-6547.4
10.06,-15901,-6550.3
10.061,-15904,-6565.5
10.062,-15926,-6574.1
10.062,-15923,-6573.4
10.062,-15911,-6589.3
10.061,-15908,-6593.5
10.062,-15903,-6589.8
10.062,-15904,-6584
10.062,-15919,-6581.8
10.062,-15910,-6573
10.06,-15906,-6555.9
10.06,-15913,-6554.6
10.06,-15910,-6560.1
10.06,-15906,-6567.7
10.06,-15892,-6576.9
10.06,-15885,-6571.2
10.06,-15888,-6568.4
10.06,-15887,-6571.3
10.06,-15888,-6568.9
10.059,-15897,-6567.4
10.058,-15910,-6564.9
10.057,-15902,-6554.9
10.06,-15892,-6560
10.061,-15894,-6564.1
10.059,-15888,-6543.5
10.059,-15899,-6559.6
10.058,-15896,-6571.4
10.058,-15887,-6565.6
10.057,-15894,-6572.3
10.06,-15907,-6566.7
10.06,-15901,-6561.6
10.058,-15894,-6566.3
10.058,-15884,-6556.7
10.057,-15890,-6557.7
10.059,-15899,-6553
10.059,-15883,-6553.4
10.058,-15873,-6578.2
10.059,-15874,-6579.1
10.059,-15870,-6572.4
10.057,-15879,-6575.5
10.057,-15897,-6576.3
10.059,-15886,-6572.3
10.058,-15884,-6582.4
10.058,-15881,-6582.3
10.057,-15873,-6577.7
