scl , ecg , emg_trap
11.283,-14217,-5811.5
11.279,-14209,-5814.5
11.277,-14205,-5816.4
11.278,-14196,-5817.1
11.277,-14195,-5819.4
11.275,-14191,-5819.3
11.276,-14182,-5821.2
11.277,-14184,-5823.8
11.278,-14167,-5811.1
11.278,-14154,-5814.2
11.277,-14151,-5822.8
11.277,-14139,-5821.2
11.277,-14133,-5824
11.277,-14125,-5822.4
11.275,-14115,-5824.6
11.274,-14101,-5820
11.274,-14091,-5821.2
11.275,-14079,-5824.8
11.274,-14065,-5820.1
11.274,-14061,-5819.7
11.276,-14061,-5818.5
11.275,-14056,-5817.2
11.273,-14048,-5816.7
11.272,-14037,-5817.5
11.273,-14031,-5816.3
11.272,-14026,-5817.1
11.271,-14019,-5817.3
11.272,-14017,-5822
11.273,-14018,-5826.6
11.272,-14018,-5821.1
11.272,-14011,-5821.4
11.272,-14011,-5826.9
11.269,-14008,-5825.4
11.268,-14002,-5822.4
11.27,-14001,-5823.5
11.27,-14000,-5823.5
11.269,-13997,-5827
11.267,-13996,-5825
11.268,-13999,-5821.7
11.268,-14000,-5820.4
11.265,-14002,-5816.7
11.265,-14010,-5812.7
11.265,-14023,-5815.6
11.265,-14040,-5824.5
11.265,-14061,-5824.4
11.264,-14083,-5822.2
11.264,-14101,-5823.9
11.264,-14117,-5826.7
11.264,-14132,-5821.4
11.265,-14149,-5815.5
11.263,-14161,-5812.5
11.262,-14175,-5816.6
11.264,-14191,-5819.9
11.264,-14207,-5821.6
11.261,-14229,-5829.1
11.259,-14253,-5825.7
11.259,-14272,-5829.8
11.259,-14280,-5831.2
11.259,-14295,-5824
11.261,-14306,-5821.9
11.261,-14314,-5825.3
11.261,-14325,-5822.1
11.26,-14335,-5820.3
11.259,-14348,-5824.9
11.259,-14354,-5823.7
11.256,-14370,-5827.5
11.256,-14381,-5827.6
11.256,-14389,-5827.9
11.257,-14401,-5829.6
11.256,-14411,-5829.4
11.256,-14417,-5825.5
11.256,-14418,-5822.8
11.256,-14425,-5822.5
11.257,-14420,-5823.7
11.255,-14422,-5825.4
11.255,-14427,-5823.4
11.255,-14427,-5828.9
11.254,-14439,-5832.2
11.254,-14448,-5830.7
11.254,-14448,-5831
11.253,-14442,-5830.2
11.252,-14442,-5823.6
11.251,-14449,-5823.8
11.251,-14457,-5824.5
11.252,-14459,-5823.2
11.251,-14456,-5822.4
11.249,-14460,-5823.7
11.249,-14458,-5827.5
11.251,-14456,-5828.2
11.251,-14463,-5826.4
11.247,-14459,-5817.9
11.247,-14453,-5821.3
11.249,-14458,-5825.1
11.249,-14463,-5828.4
11.247,-14464,-5829.8
11.246,-14463,-5831.8
11.246,-14466,-5833.7
11.248,-14468,-5832.9
11.248,-14469,-5836.3
11.248,-14467,-5833.9
11.247,-14460,-5831.8
11.246,-14455,-5827.7
11.248,-14454,-5823.2
11.248,-14454,-5821.8
11.245,-14448,-5821.1
11.245,-14445,-5820.2
11.245,-14451,-5822.1
11.244,-14455,-5824.3
11.243,-14452,-5820.3
11.242,-14452,-5819.4
11.243,-14456,-5825.4
11.245,-14451,-5824.1
11.241,-14452,-5822.6
11.239,-14460,-5818.2
11.242,-14455,-5821.6
11.242,-14452,-5826.5
11.241,-14459,-5825.6
11.24,-14459,-5827.5
11.241,-14460,-5828.8
11.239,-14453,-5828.6
11.237,-14448,-5825.8
11.24,-14448,-5826.6
11.237,-14446,-5825.4
11.235,-14441,-5826.1
11.236,-14441,-5830.4
11.236,-14449,-5830.9
11.236,-14460,-5832
11.237,-14462,-5831.2
11.238,-14465,-5834.2
11.238,-14470,-5835.8
11.238,-14463,-5826.3
11.236,-14456,-5824
11.234,-14445,-5825.8
11.234,-14440,-5825.6
11.235,-14443,-5825.8
11.234,-14442,-5827.1
11.233,-14444,-5829.4
11.233,-14454,-5829
11.232,-14460,-5832.6
11.233,-14461,-5834
11.233,-14464,-5823.8
11.232,-14469,-5819.3
11.233,-14470,-5825.3
11.233,-14465,-5826
11.231,-14466,-5825.1
11.232,-14468,-5821.9
11.231,-14467,-5821.3
11.233,-14473,-5824.8
11.233,-14478,-5827.3
11.23,-14475,-5829.7
11.23,-14476,-5828
11.231,-14479,-5827
11.229,-14476,-5827.6
11.229,-14472,-5827
11.23,-14471,-5824.9
11.229,-14474,-5821.1
11.227,-14480,-5828.3
11.226,-14482,-5828
11.227,-14482,-5830
11.23,-14489,-5833.4
11.229,-14490,-5830.1
11.23,-14482,-5831.5
11.228,-14483,-5828.6
11.226,-14485,-5820.3
11.227,-14487,-5815.2
11.227,-14492,-5822.2
11.225,-14489,-5824.7
11.224,-14488,-5826.8
11.226,-14493,-5833.5
11.226,-14498,-5831.9
11.225,-14500,-5830.4
11.225,-14495,-5832.3
11.222,-14490,-5826.3
11.22,-14487,-5822
11.224,-14489,-5827.3
11.224,-14489,-5823.4
11.223,-14486,-5818.7
11.223,-14496,-5825.9
11.219,-14503,-5828.5
11.219,-14502,-5833
11.222,-14502,-5833.8
11.22,-14501,-5827.9
11.22,-14496,-5828.8
11.221,-14492,-5827.2
11.22,-14496,-5824.5
11.222,-14499,-5823.1
11.222,-14500,-5824.7
11.219,-14506,-5822.6
11.219,-14518,-5828.1
11.22,-14527,-5834.3
11.22,-14523,-5829.5
11.217,-14526,-5831.8
11.217,-14532,-5833.1
11.22,-14525,-5830.3
11.219,-14521,-5825.3
11.217,-14520,-5823
11.217,-14518,-5824.7
11.217,-14518,-5831.8
11.215,-14519,-5830.3
11.216,-14520,-5832.1
11.216,-14519,-5839.2
11.212,-14528,-5837.6
11.212,-14531,-5839.3
11.213,-14522,-5835.6
11.212,-14512,-5826.3
11.213,-14516,-5825
11.213,-14522,-5824.8
11.214,-14522,-5829.1
11.214,-14531,-5834.7
11.213,-14533,-5833.7
11.211,-14527,-5834
11.211,-14524,-5830.1
11.211,-14525,-5827.1
11.211,-14521,-5827
11.21,-14516,-5825.4
11.213,-14516,-5828.9
11.212,-14517,-5830.4
11.209,-14515,-5829.4
11.21,-14516,-5831.2
11.211,-14521,-5829
11.211,-14523,-5829.9
11.211,-14522,-5831.4
11.211,-14518,-5823.4
11.212,-14517,-5823.5
11.209,-14518,-5826.4
11.206,-14516,-5826.9
11.208,-14515,-5830.9
11.209,-14517,-5832.5
11.209,-14521,-5829.8
11.209,-14522,-5827.1
11.209,-14522,-5833.3
11.208,-14518,-5831.1
11.207,-14524,-5828
11.206,-14533,-5831.9
11.205,-14532,-5831.4
11.204,-14529,-5828.6
11.204,-14527,-5828.7
11.206,-14525,-5826.7
11.206,-14520,-5824.2
11.203,-14522,-5825.8
11.204,-14528,-5832.7
11.204,-14525,-5826.3
11.203,-14523,-5829.9
11.201,-14527,-5832.4
11.201,-14525,-5823.9
11.203,-14526,-5826
11.202,-14535,-5826.1
11.201,-14525,-5826.8
11.2,-14519,-5825.3
11.2,-14529,-5828.7
11.201,-14531,-5829.9
11.2,-14534,-5832.2
11.2,-14525,-5828.8
11.201,-14519,-5824.2
11.2,-14522,-5824.2
11.2,-14519,-5821.9
11.2,-14520,-5823.7
11.198,-14513,-5829.3
11.198,-14508,-5828.1
11.199,-14516,-5824.2
11.198,-14526,-5826.3
11.198,-14523,-5830
11.198,-14517,-5829.9
11.198,-14516,-5829.7
11.2,-14516,-5828.8
11.199,-14512,-5825.8
11.198,-14517,-5825.5
11.199,-14522,-5823.9
11.195,-14521,-5824.5
11.193,-14523,-5827.2
11.194,-14533,-5829
11.194,-14536,-5826.3
11.194,-14532,-5825.4
11.195,-14534,-5833.3
11.195,-14538,-5836.3
11.196,-14535,-5832.3
11.195,-14526,-5828.4
11.194,-14529,-5824.5
11.193,-14534,-5824.2
11.193,-14525,-5827.7
11.195,-14523,-5830.3
