scl , ecg , emg_trap
14.022,-5769.3,1875.5
14.025,-5824.2,1884.5
14.023,-5835,1903
14.027,-5829.7,1906.6
14.024,-5802.4,1914.2
14.02,-5788.4,1918.3
14.022,-5779.1,1904
14.025,-5766.5,1899.9
14.021,-5761.5,1899.8
14.022,-5763.9,1899.2
14.022,-5772.2,1877.5
14.017,-5782.7,1863.2
14.019,-5767.6,1860.8
14.018,-5729.4,1876.6
14.02,-5739.9,1891
14.02,-5742.8,1902.5
14.017,-5722,1897.8
14.015,-5712,1899.2
14.02,-5720.7,1905.1
14.019,-5747.4,1903.5
14.021,-5748.6,1894.6
14.021,-5744.7,1887
14.014,-5745.1,1890.9
14.016,-5751,1894.8
14.015,-5734.6,1890.7
14.019,-5714.1,1892.2
14.02,-5681,1886
14.018,-5710.7,1890.2
14.02,-5716.6,1889
14.021,-5711.8,1859.2
14.021,-5707.1,1874.9
14.014,-5697.8,1884.5
14.012,-5662.4,1907.3
14.013,-5707.6,1903.6
14.013,-5708,1902.7
14.011,-5673.6,1914.6
14.017,-5626.1,1918.6
14.016,-5578.8,1909.6
14.018,-5613.6,1920.8
14.015,-5644.9,1931.3
14.016,-5655,1930.8
14.01,-5628.3,1916.5
14.009,-5606.7,1903.3
14.007,-5585.4,1872
14.014,-5514.8,1867.7
14.011,-5485.1,1878.8
14.011,-5520.9,1879.1
14.015,-5497.8,1886.3
14.013,-5500.7,1878.9
14.012,-5457.5,1883.1
14.008,-5451.9,1877
14.009,-5481,1867.5
14.007,-5495.7,1860.5
14.009,-5464.5,1873.8
14.005,-5421.1,1880.7
14.006,-5408.4,1891
14.008,-5401.1,1880.8
14.007,-5365.3,1898.6
14.008,-5389.6,1888.7
14.008,-5346.6,1885.5
14.013,-5328.7,1891.6
14.008,-5341.9,1887.5
14.003,-5381.1,1887.4
14.004,-5372.6,1886.8
14.005,-5386.9,1885.1
14.007,-5386.4,1870.9
14.013,-5380.2,1866.1
14.006,-5370.1,1875.7
14.004,-5336.6,1854.7
14.012,-5358.9,1843.1
14.008,-5377.5,1859.8
14.003,-5407.2,1875.1
14.002,-5422.7,1879.7
14.005,-5449,1871.8
14.003,-5469.1,1882.2
14.002,-5469.1,1891.9
14.005,-5449,1894.4
14.005,-5429.9,1897.9
14.006,-5439.9,1905.2
14.002,-5482.9,1904.3
14.004,-5523.1,1890.7
14.003,-5541,1887
13.998,-5550.9,1871.8
13.997,-5611.9,1877.1
13.999,-5639.7,1888.2
14.001,-5673.3,1888.2
14.004,-5707.5,1880.3
14.001,-5717.8,1843.2
13.998,-5723.2,1837.3
13.998,-5731.7,1842.6
14.002,-5705.5,1860.6
14,-5693.4,1857.7
13.998,-5712.6,1886
14,-5740.8,1919.5
14.002,-5766.7,1921.1
13.999,-5769,1912.7
13.995,-5759,1929.2
13.997,-5798.1,1907.8
13.997,-5805.3,1900.3
14.002,-5807.6,1906.6
13.995,-5828.5,1911.5
13.996,-5851.5,1906.7
13.996,-5866.1,1900.6
13.997,-5880.4,1888.1
13.992,-5858.5,1889.6
13.995,-5866.9,1893.8
13.992,-5868,1904.1
13.991,-5848.7,1909.4
13.99,-5859.7,1896.9
13.994,-5890.2,1878.7
13.993,-5906.7,1889.2
13.994,-5891.8,1908.6
13.99,-5891.4,1921.6
13.989,-5835.9,1914
13.992,-5833.3,1921.1
13.992,-5840.6,1901
13.989,-5839.8,1895.4
13.994,-5869.2,1897.6
13.995,-5863.4,1905.4
13.99,-5857.6,1899.6
13.987,-5883.9,1901.3
13.988,-5886.2,1917
13.991,-5885.9,1926.2
13.988,-5852.4,1925.1
13.99,-5888.3,1915.8
13.99,-5893.6,1912.1
13.989,-5884.4,1906.2
13.987,-5893,1906
13.988,-5903.3,1904.9
13.987,-5927.1,1904.9
13.988,-5937.4,1909.4
13.99,-5945.7,1906.4
13.988,-5918.1,1911.7
13.983,-5874,1920.7
13.986,-5865.1,1914.8
13.99,-5850.6,1905.9
13.989,-5849.4,1904.6
13.99,-5854.2,1891.4
13.986,-5861.8,1883.4
13.98,-5862.3,1891.4
13.983,-5886.3,1900.6
13.987,-5892,1927.8
13.979,-5884.5,1941.8
13.98,-5911,1929
13.984,-5894.9,1937.3
13.985,-5894.6,1885.7
13.982,-5900.7,1883.7
13.98,-5900.6,1893.6
13.981,-5880.8,1877.8
13.982,-5881.2,1871
13.978,-5896,1872.1
13.978,-5905.4,1886.8
13.981,-5915.8,1870.5
13.977,-5939.1,1870.5
