scl , ecg , emg_trap
11.871,-15402,-6223.7
11.873,-15397,-6222.7
11.873,-15403,-6220.2
11.871,-15399,-6219.4
11.874,-15396,-6216.4
11.876,-15391,-6219.8
11.874,-15389,-6212.9
11.873,-15386,-6214.5
11.872,-15384,-6218.7
11.872,-15406,-6216.6
11.871,-15395,-6217.8
11.873,-15395,-6217.3
11.874,-15395,-6225.7
11.876,-15398,-6219.2
11.877,-15405,-6217.3
11.874,-15407,-6217.7
11.872,-15408,-6223.6
11.872,-15403,-6220.9
11.876,-15411,-6220.4
11.875,-15415,-6224.3
11.875,-15412,-6220.3
11.873,-15398,-6223
11.877,-15393,-6217.6
11.875,-15409,-6216.5
11.877,-15407,-6218.1
11.877,-15403,-6215.3
11.875,-15406,-6215.6
11.877,-15409,-6213.6
11.879,-15407,-6216.8
11.878,-15415,-6219
11.875,-15418,-6221.7
11.879,-15420,-6225.7
11.877,-15420,-6225.5
11.877,-15419,-6218.9
11.876,-15404,-6216.8
11.877,-15403,-6221.7
11.878,-15412,-6216.1
11.875,-15413,-6216.5
11.878,-15410,-6221
11.879,-15410,-6221.8
11.877,-15415,-6221.5
11.876,-15418,-6225.4
11.876,-15415,-6223.5
11.878,-15416,-6222.1
11.878,-15413,-6218.3
11.878,-15404,-6213
11.876,-15405,-6207.8
11.878,-15401,-6211
11.877,-15392,-6218.2
11.879,-15394,-6216.4
11.878,-15402,-6223.4
11.878,-15405,-6226.3
11.879,-15388,-6229.4
11.879,-15378,-6223.5
11.877,-15378,-6227.8
11.881,-15370,-6223.2
11.876,-15376,-6217.9
11.877,-15374,-6223.1
11.88,-15366,-6222.3
11.881,-15366,-6232.4
11.878,-15372,-6227.9
11.878,-15380,-6230.4
11.879,-15385,-6233.6
11.882,-15376,-6231.3
11.88,-15364,-6226.2
11.88,-15356,-6220
11.879,-15361,-6225.2
11.882,-15385,-6224.6
11.879,-15370,-6231.4
11.88,-15365,-6230.5
11.879,-15355,-6234.2
11.881,-15344,-6233.1
11.881,-15325,-6233.3
11.881,-15314,-6232.1
11.883,-15290,-6234.1
11.881,-15288,-6226.9
11.882,-15293,-6223.8
11.881,-15304,-6220.1
11.883,-15316,-6224.1
11.881,-15328,-6229.1
11.881,-15350,-6230.9
11.878,-15363,-6228.7
11.879,-15364,-6231.7
11.881,-15368,-6234.4
11.88,-15374,-6232.3
11.883,-15374,-6231.3
11.879,-15369,-6221.1
11.878,-15368,-6218.1
11.881,-15365,-6220.1
11.882,-15361,-6224.4
11.88,-15376,-6227.6
11.879,-15378,-6226.6
11.881,-15398,-6220.3
11.88,-15417,-6218.7
11.881,-15432,-6216
11.88,-15422,-6212.2
11.88,-15427,-6212.9
11.878,-15435,-6213
11.879,-15440,-6217.7
11.88,-15435,-6222.4
11.88,-15439,-6227.4
11.881,-15444,-6226
11.88,-15446,-6224.1
11.878,-15446,-6220.8
11.879,-15447,-6217
11.882,-15441,-6215.9
11.881,-15435,-6214.8
11.877,-15438,-6219.8
11.88,-15438,-6218.7
11.881,-15435,-6220.7
11.88,-15442,-6221
11.879,-15440,-6224.2
11.879,-15441,-6225
11.878,-15443,-6226.4
11.881,-15456,-6223.9
11.881,-15455,-6222
11.878,-15444,-6218.1
11.879,-15453,-6217.4
11.879,-15447,-6214.7
11.877,-15453,-6210.9
11.878,-15449,-6221.2
11.878,-15452,-6221
11.88,-15456,-6220.1
11.879,-15457,-6224.7
11.88,-15454,-6222.9
11.88,-15442,-6221
11.879,-15442,-6222.9
11.877,-15431,-6216.9
11.874,-15432,-6213.9
11.877,-15431,-6214.9
11.877,-15427,-6216
11.872,-15435,-6219.1
11.878,-15460,-6224.2
11.878,-15495,-6227.8
11.876,-15532,-6224.7
11.875,-15549,-6222.1
11.877,-15534,-6222.6
11.875,-15508,-6225.3
11.875,-15514,-6222.3
11.877,-15472,-6225.7
11.879,-15393,-6229.8
11.877,-15291,-6234
11.874,-15145,-6232.4
11.876,-14939,-6232.2
11.879,-14724,-6228.5
11.874,-14499,-6225.3
11.874,-14347,-6212.5
11.873,-14291,-6196.7
11.876,-14217,-6182.3
11.873,-14179,-6159.4
11.874,-14271,-6149.9
11.874,-14462,-6141.6
11.876,-14744,-6146.1
11.876,-15033,-6153.4
11.874,-15279,-6155.6
11.875,-15527,-6168.4
11.874,-15735,-6174.9
11.876,-15882,-6172.1
11.874,-15921,-6166.6
11.874,-15967,-6179.1
11.876,-15919,-6189.8
11.872,-15898,-6198.8
11.872,-15881,-6207
11.873,-15849,-6212.8
11.873,-15793,-6214.8
11.873,-15695,-6211.5
11.873,-15610,-6213.6
11.873,-15541,-6210.3
11.87,-15455,-6206.2
11.875,-15404,-6204.4
11.873,-15368,-6204.6
11.874,-15369,-6200.9
11.871,-15379,-6199.2
11.873,-15395,-6212
11.873,-15387,-6207.2
11.871,-15390,-6210.6
11.873,-15389,-6209.5
11.872,-15384,-6206.1
11.87,-15381,-6206.6
11.868,-15375,-6207.7
11.87,-15377,-6204.5
11.871,-15375,-6207.9
11.874,-15369,-6209
11.87,-15364,-6209.2
11.871,-15367,-6210.5
11.87,-15366,-6215.2
11.87,-15357,-6212.9
11.869,-15355,-6212.5
11.868,-15349,-6209.4
11.868,-15339,-6207.8
11.87,-15345,-6203
11.868,-15348,-6207.9
11.866,-15346,-6212.3
11.866,-15343,-6208.6
11.867,-15338,-6203.3
11.863,-15335,-6213.9
11.865,-15341,-6214.8
11.868,-15335,-6210.4
11.867,-15330,-6209.2
11.867,-15323,-6211.6
11.864,-15314,-6207.8
11.866,-15315,-6204.1
11.866,-15311,-6209
11.864,-15315,-6206.1
11.866,-15323,-6214.9
11.867,-15320,-6219.9
11.863,-15318,-6215.9
11.865,-15314,-6210.1
11.864,-15311,-6209.4
11.862,-15307,-6207.5
11.861,-15322,-6210.2
11.861,-15315,-6212.4
11.862,-15300,-6214.3
11.861,-15303,-6213.1
11.861,-15309,-6216.1
11.862,-15303,-6215.5
11.86,-15302,-6213.9
11.86,-15303,-6212.4
11.858,-15301,-6206.6
11.859,-15293,-6204.3
11.86,-15286,-6202.6
11.862,-15286,-6207.4
11.862,-15288,-6212.5
11.86,-15292,-6211.7
11.862,-15301,-6207.8
11.864,-15296,-6207.9
11.863,-15293,-6206.6
11.86,-15296,-6209.5
11.857,-15298,-6205.7
11.859,-15288,-6200.3
11.858,-15284,-6201.3
11.858,-15283,-6202.9
11.853,-15283,-6209
11.858,-15280,-6213.5
11.855,-15275,-6217.2
11.856,-15278,-6217.1
11.856,-15268,-6224
11.854,-15272,-6217.3
11.856,-15266,-6213.4
11.856,-15254,-6213.9
11.855,-15250,-6210.5
11.857,-15250,-6209.2
11.855,-15252,-6210.9
11.854,-15251,-6213.2
11.855,-15252,-6212.8
11.852,-15242,-6211.9
11.854,-15240,-6214.3
11.853,-15248,-6214.4
11.853,-15239,-6215.2
11.852,-15232,-6210.4
11.855,-15222,-6208.6
11.85,-15216,-6209.1
11.85,-15202,-6208.4
11.85,-15206,-6209.8
11.85,-15210,-6208.8
11.851,-15212,-6215.6
11.852,-15209,-6215
11.852,-15198,-6214.2
11.846,-15192,-6210.4
11.851,-15186,-6206.9
11.849,-15180,-6207.6
11.846,-15179,-6209.9
11.847,-15186,-6212.5
11.845,-15180,-6208
11.848,-15176,-6213.1
11.846,-15178,-6215.1
11.848,-15165,-6213.2
11.846,-15154,-6212.1
11.843,-15147,-6212.8
11.844,-15131,-6204.4
11.845,-15120,-6204.4
11.844,-15112,-6201.3
11.846,-15100,-6202.1
11.844,-15092,-6202.2
11.839,-15088,-6211
11.842,-15080,-6207.2
11.839,-15078,-6212.1
11.844,-15073,-6215.4
11.841,-15061,-6213.5
11.841,-15047,-6212.8
11.845,-15047,-6207.2
11.842,-15045,-6202.7
11.842,-15035,-6204.7
11.839,-15029,-6206.2
11.841,-15032,-6207.1
11.842,-15022,-6209.1
11.839,-15021,-6207.2
11.839,-15015,-6210.9
11.839,-15010,-6218.6
11.837,-15002,-6217.5
11.838,-15000,-6216.5
11.837,-14986,-6214.3
11.833,-14984,-6209.6
11.833,-14983,-6205.6
11.835,-14971,-6205.2
11.836,-14974,-6213
11.835,-14970,-6214.9
11.836,-14964,-6215
11.835,-14965,-6211.3
11.836,-14969,-6212.7
11.834,-14969,-6215.3
11.833,-14965,-6207.3
11.832,-14958,-6204.6
11.829,-14963,-6210.1
11.83,-14962,-6210.2
11.829,-14969,-6211.9
11.83,-14976,-6213.1
11.831,-14992,-6208.1
11.83,-14993,-6208.5
11.831,-14988,-6209.6
11.827,-15015,-6207.5
11.828,-15026,-6206.6
11.83,-15040,-6205.2
11.829,-15052,-6204.7
11.827,-15066,-6210.7
11.825,-15089,-6216.5
11.825,-15099,-6214.5
11.827,-15119,-6212.2
11.825,-15134,-6214.3
11.828,-15148,-6210.7
11.825,-15145,-6212.5
